Name,Team,Pos,AVG,ESPN,CBS,Yahoo,Underdog,Fantrax,ESPN AAV,Status,Injury,Year
Pablo Prigioni,FA,G,-,-,-,-,-,-,0.01,,,22
Chris Copeland,FA,F,-,-,-,-,-,-,-1.0,,,22
Rasual Butler,FA,F,-,-,-,-,-,-,-1.0,,,22
Mo Williams,FA,G,-,-,-,-,-,-,-1.0,,,22
Kevin Martin,FA,G,-,-,-,-,-,-,-1.0,,,22
Nate Robinson,FA,G,-,-,-,-,-,-,0.01,,,22
Josh McRoberts,FA,F,-,-,-,-,-,-,-1.0,,,22
Joel Anthony,FA,C,-,-,-,-,-,-,-1.0,,,22
Sergio Rodriguez,FA,G,-,-,-,-,-,-,-1.0,,,22
Thabo Sefolosha,FA,F,-,-,-,-,-,-,-1.0,,,22
Paul Pierce,FA,F,-,-,-,-,-,-,0.02,,,22
Sonny Weems,FA,G,-,-,-,-,-,-,-1.0,,,22
Ty Lawson,FA,G,-,-,-,-,-,-,-1.0,,,22
Alexis Ajinca,FA,C,-,-,-,-,-,-,-1.0,,,22
Jason Thompson,FA,F,-,-,-,-,-,-,-1.0,,,22
Brandon Jennings,FA,G,-,-,-,-,-,-,-1.0,,,22
Anthony Morrow,FA,G,-,-,-,-,-,-,-1.0,,,22
Mike Dunleavy,FA,F,-,-,-,-,-,-,-1.0,,,22
Toney Douglas,FA,G,-,-,-,-,-,-,-1.0,,,22
Brandon Bass,FA,F,-,-,-,-,-,-,-1.0,,,22
Emeka Okafor,FA,C,-,-,-,-,-,-,-1.0,,,22
Sasha Vujacic,FA,G,-,-,-,-,-,-,-1.0,,,22
Ryan Hollins,FA,C,-,-,-,-,-,-,-1.0,,,22
Brandan Wright,FA,C,-,-,-,-,-,-,-1.0,,,22
James Jones,FA,F,-,-,-,-,-,-,-1.0,,,22
Darrell Arthur,FA,F,-,-,-,-,-,-,-1.0,,,22
Marreese Speights,FA,F,-,-,-,-,-,-,-1.0,,,22
Nick Young,FA,G,-,-,-,-,-,-,0.01,,,22
Wilson Chandler,FA,F,-,-,-,-,-,-,-1.0,,,22
C.J. Watson,FA,G,-,-,-,-,-,-,-1.0,,,22
Travis Wear,FA,F,-,-,-,-,-,-,-1.0,,,22
Ryan Kelly,FA,F,-,-,-,-,-,-,-1.0,,,22
Mirza Teletovic,FA,F,-,-,-,-,-,-,-1.0,,,22
Jared Sullinger,FA,F,-,-,-,-,-,-,-1.0,,,22
Dion Waiters,FA,G,-,-,-,-,-,-,-1.0,,,22
Festus Ezeli,FA,C,-,-,-,-,-,-,-1.0,,,22
Shabazz Napier,FA,G,-,-,-,-,-,-,-1.0,,,22
Johnny O'Bryant,FA,F,-,-,-,-,-,-,-1.0,,,22
Ray McCallum,FA,G,-,-,-,-,-,-,-1.0,,,22
Jaron Blossomgame,FA,F,-,-,-,-,-,-,-1.0,,,22
Jawun Evans,FA,G,-,-,-,-,-,-,-1.0,,,22
Ivan Rabb,FA,C,-,-,-,-,-,-,-1.0,,,22
Elijah Millsap,FA,G,-,-,-,-,-,-,-1.0,,,22
Tarik Black,FA,C,-,-,-,-,-,-,-1.0,,,22
Greg Smith,FA,F,-,-,-,-,-,-,-1.0,,,22
Julyan Stone,FA,G,-,-,-,-,-,-,-1.0,,,22
Thomas Robinson,FA,C,-,-,-,-,-,-,-1.0,,,22
Henry Sims,FA,C,-,-,-,-,-,-,-1.0,,,22
Jeremy Evans,FA,F,-,-,-,-,-,-,-1.0,,,22
Derrick Williams,FA,F,-,-,-,-,-,-,-1.0,,,22
Jordan Hamilton,FA,F,-,-,-,-,-,-,-1.0,,,22
Cole Aldrich,FA,C,-,-,-,-,-,-,-1.0,,,22
Omer Asik,FA,C,-,-,-,-,-,-,-1.0,,,22
Sasha Kaun,FA,C,-,-,-,-,-,-,-1.0,,,22
Roy Hibbert,FA,C,-,-,-,-,-,-,-1.0,,,22
Marco Belinelli,FA,G,-,-,-,-,-,-,-1.0,,,22
Carl Landry,FA,F,-,-,-,-,-,-,-1.0,,,22
Tiago Splitter,FA,C,-,-,-,-,-,-,-1.0,,,22
Kendrick Perkins,FA,C,-,-,-,-,-,-,0.0,,,22
Matt Bonner,FA,F,-,-,-,-,-,-,-1.0,,,22
Nazr Mohammed,FA,C,-,-,-,-,-,-,-1.0,,,22
Manu Ginobili,FA,G,-,-,-,-,-,-,0.01,,,22
Tyson Chandler,FA,C,-,-,-,-,-,-,-1.0,,,22
Caron Butler,FA,F,-,-,-,-,-,-,-1.0,,,22
Bobby Brown,FA,G,-,-,-,-,-,-,-1.0,,,22
Ramon Sessions,FA,G,-,-,-,-,-,-,-1.0,,,22
Gerald Henderson,FA,G,-,-,-,-,-,-,-1.0,,,22
Alonzo Gee,FA,F,-,-,-,-,-,-,-1.0,,,22
Jarrett Jack,FA,G,-,-,-,-,-,-,-1.0,,,22
Alan Anderson,FA,F,-,-,-,-,-,-,-1.0,,,22
Andrea Bargnani,FA,C,-,-,-,-,-,-,-1.0,,,22
Jordan Farmar,FA,G,-,-,-,-,-,-,-1.0,,,22
Chris Andersen,FA,C,-,-,-,-,-,-,-1.0,,,22
Drew Gooden,FA,F,-,-,-,-,-,-,-1.0,,,22
Chris Bosh,FA,F,-,-,-,-,-,-,0.03,,,22
Leandro Barbosa,FA,G,-,-,-,-,-,-,-1.0,,,22
Al Jefferson,FA,C,-,-,-,-,-,-,-1.0,,,22
Anderson Varejao,FA,C,-,-,-,-,-,-,-1.0,,,22
Damien Wilkins,FA,F,-,-,-,-,-,-,-1.0,,,22
Patrick Christopher,FA,G,-,-,-,-,-,-,-1.0,,,22
Jeff Withey,FA,C,-,-,-,-,-,-,-1.0,,,22
Donald Sloan,FA,G,-,-,-,-,-,-,-1.0,,,22
James Anderson,FA,G,-,-,-,-,-,-,-1.0,,,22
Greivis Vasquez,FA,G,-,-,-,-,-,-,-1.0,,,22
DeAndre Liggins,FA,G,-,-,-,-,-,-,-1.0,,,22
Reggie Hearn,FA,G,-,-,-,-,-,-,-1.0,,,22
Juan Vaulet,FA,F,-,-,-,-,-,-,-1.0,,,22
Andre Ingram,FA,G,-,-,-,-,-,-,-1.0,,,22
Ike Anigbogu,FA,C,-,-,-,-,-,-,-1.0,,,22
Nigel Williams-Goss,FA,G,-,-,-,-,-,-,-1.0,,,22
Brandon Paul,FA,G,-,-,-,-,-,-,-1.0,,,22
Kostas Papanikolaou,FA,F,-,-,-,-,-,-,0.0,,,22
Kyle O'Quinn,FA,C,-,-,-,-,-,-,-1.0,,,22
Dahntay Jones,FA,G,-,-,-,-,-,-,-1.0,,,22
Chuck Hayes,FA,C,-,-,-,-,-,-,-1.0,,,22
Randy Foye,FA,G,-,-,-,-,-,-,-1.0,,,22
Steve Novak,FA,F,-,-,-,-,-,-,-1.0,,,22
Spencer Hawes,FA,C,-,-,-,-,-,-,-1.0,,,22
Jared Dudley,FA,F,-,-,-,-,-,-,-1.0,,,22
Reggie Williams,FA,G,-,-,-,-,-,-,-1.0,,,22
O.J. Mayo,FA,G,-,-,-,-,-,-,-1.0,,,22
Larry Sanders,FA,C,-,-,-,-,-,-,-1.0,,,22
Manny Harris,FA,G,-,-,-,-,-,-,-1.0,,,22
Marcus Thornton,FA,G,-,-,-,-,-,-,-1.0,,,22
Jonathan Gibson,FA,G,-,-,-,-,-,-,-1.0,,,22
Andre Dawkins,FA,G,-,-,-,-,-,-,-1.0,,,22
Bismack Biyombo,FA,C,304.1,140,-,-,-,468.15,-1.0,,,22
Gabe Vincent,LAL,G,300.8,140,-,-,-,461.69,-1.0,,,22
Blake Wesley,SAS,G,299.4,140,-,-,-,458.7,-1.0,,,22
Moritz Wagner,ORL,C,296.6,140,-,-,-,453.2,-1.0,,,22
Jeff Green,HOU,F,293.8,140,-,-,-,447.51,-1.0,,,22
Dario Saric,GSW,F,293.8,139.74,-,-,-,447.87,-1.0,,,22
Nerlens Noel,SAC,C,293.4,139.53,-,-,-,447.24,-1.0,,,22
Otto Porter,TOR,F,291.5,139.61,-,-,-,443.44,-1.0,,,22
Paul Reed,PHI,F,291,139.75,-,-,-,442.33,-1.0,,,22
Willy Hernangomez,FA,C,290.7,140,-,-,-,441.33,-1.0,,,22
Goga Bitadze,ORL,C,289.3,140,-,-,-,438.6,-1.0,,,22
Dewayne Dedmon,FA,C,287.4,140,-,-,-,434.75,-1.0,,,22
Jake LaRavia,MEM,F,285.3,140,-,-,-,430.63,-1.0,,,22
Nick Richards,CHA,C,284.5,140,-,-,-,429.08,-1.0,,,22
Nicolas Batum,LAC,F,284.3,140,-,-,-,428.67,-1.0,,,22
Dwight Powell,DAL,C,283.9,139.93,-,-,-,427.86,-1.0,,,22
Juan Toscano-Anderson,FA,F,282.3,140,-,-,-,424.69,-1.0,,,22
Jaxson Hayes,LAL,C,279.6,140,-,-,-,419.11,-1.0,,,22
Juancho Hernangomez,FA,F,272.9,140,-,-,-,405.75,-1.0,,,22
Trey Lyles,SAC,F,272.2,140,-,-,-,404.46,-1.0,,,22
Omer Yurtseven,UTA,C,270,140,-,-,-,400.06,-1.0,,,22
Austin Reaves,LAL,G,262.5,138.83,-,-,191.5,457.05,0.04,,,22
TyTy Washington,MIL,G,260.6,140,-,-,191.8,450.13,-1.0,,,22
Isaac Okoro,CLE,F,259.1,139.92,-,-,192,445.51,-1.0,,,22
Larry Nance,NOP,F,257.9,140.08,-,-,191.7,441.9,-1.0,,,22
Javonte Green,FA,F,255.2,140,-,-,192,433.73,-1.0,,,22
DeAndre Jordan,DEN,C,255.2,139.68,-,-,191.7,434.24,0.12,,,22
Jalen Johnson,ATL,F,254.5,140,-,-,191.9,431.6,-1.0,,,22
Luke Kennard,MEM,G,254,139.74,-,-,191.9,430.42,-1.0,,,22
Ochai Agbaji,UTA,G,253.5,139.53,-,-,191.7,429.17,-1.0,,,22
Reggie Bullock,SAS,F,251.8,139.42,-,-,191.9,424.02,-1.0,,,22
Lonnie Walker,BKN,F,250,138.81,-,-,190.5,420.67,0.04,,,22
Drew Eubanks,PHO,C,249.8,140,-,-,-,359.56,-1.0,,,22
Josh Christopher,MEM,G,248.6,140,-,-,190.9,415.04,-1.0,,,22
Isaiah Livers,DET,F,247.2,140,-,-,-,354.47,-1.0,,,22
Dyson Daniels,NOP,G,242.2,139.72,-,-,187.7,399.2,-1.0,,,22
Day'Ron Sharpe,BKN,C,241.3,140,-,-,192,391.82,-1.0,,,22
Doug McDermott,SAS,F,239.4,139.7,156.43,-,192,469.6,-1.0,,,22
Jalen McDaniels,TOR,F,239.1,138.89,-,-,191.9,386.56,-1.0,,,22
Ricky Rubio,CLE,G,237.9,140,-,-,191.8,381.92,-1.0,,,22
Terance Mann,LAC,G,237.4,139.4,-,-,191.9,380.83,-1.0,,,22
Killian Hayes,DET,G,233.8,139.46,-,-,191.4,370.63,0.08,,,22
Jaylen Nowell,FA,G,231.8,140,-,-,191.7,363.7,-1.0,,,22
Ziaire Williams,MEM,F,231.2,139.74,-,-,191.6,362.25,-1.0,,,22
Nickeil Alexander-Walker,MIN,G,230.7,140,-,-,191.6,360.51,-1.0,,,22
Isaiah Roby,NYK,F,229,139.88,-,-,-,318.17,-1.0,,,22
Eric Gordon,PHO,G,227.7,140,160.63,-,191.6,418.65,-1.0,,,22
Quentin Grimes,NYK,G,226.3,140,-,-,191.8,347.23,-1.0,,,22
Zach Collins,SAS,C,220.5,139.62,152.47,-,191.8,397.95,-1.0,,,22
Deni Avdija,WAS,F,213.9,139.31,-,-,171.6,330.7,-1.0,,,22
Nassir Little,POR,F,211.8,140,-,-,191.5,304.03,-1.0,,,22
T.J. Warren,FA,F,208.4,139.46,153.71,-,187.7,352.58,-1.0,,,22
Jeremiah Robinson-Earl,OKC,C,207.6,139.18,-,-,190.2,293.45,-1.0,,,22
Nikola Jovic,MIA,F,207.2,140,147.02,-,188.4,353.49,-1.0,,,22
Tre Mann,OKC,G,206.8,140,-,-,188.4,291.98,-1.0,,,22
Cody Martin,CHA,G,196.9,139.67,-,-,191.1,259.8,-1.0,,,22
Mark Williams,CHA,C,186.8,139.54,-,-,149.1,271.75,-1.0,,,22
Jeremy Sochan,SAS,F,182.8,139.95,-,-,168.3,240.28,0.88,,,22
Oshae Brissett,BOS,F,182.5,139.72,-,-,190.8,217.05,-1.0,,,22
Caleb Martin,MIA,F,181.6,140.08,-,-,191.3,213.51,-1.0,,,22
Marko Simonovic,FA,C,166,140,-,-,192,-,-1.0,,,22
Danilo Gallinari,WAS,F,165.6,139.14,-,-,192,-,-1.0,,,22
Talen Horton-Tucker,UTA,F,158.9,139.68,-,-,173.2,163.88,-1.0,,,22
Joshua Primo,FA,G,151.3,140,156.2,-,134.3,174.86,-1.0,,,22
Trevor Keels,FA,G,140,140,-,-,-,-,-1.0,,,22
Yannick Nzosa,FA,C,140,140,-,-,-,-,-1.0,,,22
Kevin Pangos,FA,G,140,140,-,-,-,-,-1.0,,,22
Jamorko Pickett,FA,F,140,140,-,-,-,-,-1.0,,,22
Cameron McGriff,FA,F,140,140,-,-,-,-,-1.0,,,22
Marcus Zegarowski,FA,G,140,140,-,-,-,-,-1.0,,,22
Georgios Kalaitzakis,FA,G,140,140,-,-,-,-,-1.0,,,22
Elijah Hughes,FA,G,140,140,-,-,-,-,-1.0,,,22
Yam Madar,FA,G,140,140,-,-,-,-,-1.0,,,22
Zavier Simpson,DET,G,140,140,-,-,-,-,-1.0,,,22
Tyrell Terry,FA,G,140,140,-,-,-,-,-1.0,,,22
Jaime Echenique,FA,C,140,140,-,-,-,-,-1.0,,,22
Cassius Winston,FA,G,140,140,-,-,-,-,-1.0,,,22
Daniel Oturu,FA,C,140,140,-,-,-,-,-1.0,,,22
Marko Guduric,FA,G,140,140,-,-,-,-,-1.0,,,22
Matt Thomas,FA,G,140,140,-,-,-,-,-1.0,,,22
Juhann Begarin,FA,G,140,140,-,-,-,-,-1.0,,,22
Carlik Jones,CHI,G,140,140,-,-,-,-,-1.0,,,22
David Duke,FA,G,140,140,-,-,-,-,-1.0,,,22
Mason Jones,FA,G,140,140,-,-,-,-,-1.0,,,22
Josh Magette,FA,G,140,140,-,-,-,-,-1.0,,,22
Nicolas Laprovittola,FA,G,140,140,-,-,-,-,-1.0,,,22
Isaiah Briscoe,FA,G,140,140,-,-,-,-,-1.0,,,22
Frank Mason,FA,G,140,140,-,-,-,-,-1.0,,,22
Mychal Mulder,FA,G,140,140,-,-,-,-,-1.0,,,22
Isaiah Hicks,FA,C,140,140,-,-,-,-,-1.0,,,22
Jamel Artis,FA,G,140,140,-,-,-,-,-1.0,,,22
Alize Johnson,FA,F,140,140,-,-,-,-,-1.0,,,22
Keenan Evans,FA,G,140,140,-,-,-,-,-1.0,,,22
Jerome Robinson,GSW,G,140,140,-,-,-,-,-1.0,,,22
Brandon Sampson,FA,G,140,140,-,-,-,-,-1.0,,,22
Miye Oni,ORL,G,140,140,-,-,-,-,-1.0,,,22
Ky Bowman,FA,G,140,140,-,-,-,-,-1.0,,,22
Deividas Sirvydis,FA,F,140,140,-,-,-,-,-1.0,,,22
Joe Chealey,FA,G,140,140,-,-,-,-,-1.0,,,22
Jaylen Hands,FA,G,140,140,-,-,-,-,-1.0,,,22
Marcus Derrickson,FA,F,140,140,-,-,-,-,-1.0,,,22
Jared Terrell,FA,G,140,140,-,-,-,-,-1.0,,,22
Nemanja Bjelica,FA,F,140,140,-,-,-,-,-1.0,,,22
Archie Goodwin,FA,G,140,140,-,-,-,-,-1.0,,,22
Lucas Nogueira,FA,C,140,140,-,-,-,-,-1.0,,,22
Greg Monroe,FA,C,140,140,-,-,-,-,-1.0,,,22
Darren Collison,FA,G,140,140,-,-,-,-,-1.0,,,22
Trey McKinney-Jones,FA,G,140,140,-,-,-,-,-1.0,,,22
Isaiah Thomas,FA,G,140,140,-,-,-,-,-1.0,,,22
Rodney Hood,FA,G,140,140,-,-,-,-,-1.0,,,22
Walter Tavares,FA,C,140,140,-,-,-,-,-1.0,,,22
Matthew Dellavedova,FA,G,140,140,-,-,-,-,-1.0,,,22
Joffrey Lauvergne,FA,F,140,140,-,-,-,-,-1.0,,,22
Zoran Dragic,FA,G,140,140,-,-,-,-,-1.0,,,22
Shayne Whittington,FA,C,140,140,-,-,-,-,-1.0,,,22
Alex Kirk,FA,C,140,140,-,-,-,-,-1.0,,,22
Keith Appling,FA,G,140,140,-,-,-,-,-1.0,,,22
Damien Inglis,FA,F,140,140,-,-,-,-,-1.0,,,22
Greg Whittington,FA,F,140,140,-,-,-,-,0.04,,,22
Aaron White,FA,F,140,140,-,-,-,-,-1.0,,,22
Marcus Thornton,FA,G,140,140,-,-,-,-,-1.0,,,22
Cady Lalanne,FA,C,140,140,-,-,-,-,-1.0,,,22
Vince Hunter,FA,F,140,140,-,-,-,-,-1.0,,,22
Jahlil Okafor,FA,C,140,140,-,-,-,-,-1.0,,,22
Willie Cauley-Stein,FA,C,140,140,-,-,-,-,-1.0,,,22
Zhou Qi,FA,F,140,140,-,-,-,-,-1.0,,,22
Petr Cornelie,FA,F,140,140,-,-,-,-,-1.0,,,22
Cat Barber,FA,G,140,140,-,-,-,-,-1.0,,,22
Henry Ellenson,FA,F,140,140,-,-,-,-,-1.0,,,22
Marshall Plumlee,FA,C,140,140,-,-,-,-,-1.0,,,22
Isaiah Taylor,FA,G,140,140,-,-,-,-,-1.0,,,22
Georgios Papagiannis,FA,C,140,140,-,-,-,-,-1.0,,,22
Matteo Spagnolo,FA,G,140,140,-,-,-,-,-1.0,,,22
Gabriele Procida,FA,F,140,140,-,-,-,-,-1.0,,,22
Anthony Lamb,FA,F,140,140,-,-,-,-,-1.0,,,22
Jack White,OKC,F,140,140,-,-,-,-,-1.0,,,22
Drew Gordon,FA,F,140,140,-,-,-,-,-1.0,,,22
E'Twaun Moore,FA,G,140,140,-,-,-,-,-1.0,,,22
Eric Griffin,FA,F,140,140,-,-,-,-,-1.0,,,22
Glenn Robinson,FA,F,140,140,-,-,-,-,-1.0,,,22
Luka Mitrovic,FA,F,140,140,-,-,-,-,-1.0,,,22
Chris McCullough,FA,F,140,140,-,-,-,-,-1.0,,,22
Cheick Diallo,FA,F,140,140,-,-,-,-,-1.0,,,22
Langston Galloway,FA,G,140,140,-,-,-,-,-1.0,,,22
Tim Frazier,FA,G,140,140,-,-,-,-,-1.0,,,22
Cleanthony Early,FA,F,140,140,-,-,-,-,-1.0,,,22
Rashad Vaughn,FA,G,140,140,-,-,-,-,-1.0,,,22
Jeff Teague,FA,G,140,140,-,-,-,-,-1.0,,,22
Lance Stephenson,FA,G,140,140,-,-,-,-,-1.0,,,22
C.J. Miles,FA,G,140,140,-,-,-,-,-1.0,,,22
Xavier Rathan-Mayes,FA,G,140,140,-,-,-,-,-1.0,,,22
Nicolas Brussino,FA,F,140,140,-,-,-,-,-1.0,,,22
Okaro White,FA,F,140,140,-,-,-,-,-1.0,,,22
Abdel Nader,FA,F,140,140,-,-,-,-,-1.0,,,22
Ryan Arcidiacono,FA,G,140,140,-,-,-,-,-1.0,,,22
Rade Zagorac,FA,F,140,140,-,-,-,-,-1.0,,,22
Paul Zipser,FA,F,140,140,-,-,-,-,-1.0,,,22
Ron Baker,FA,G,140,140,-,-,-,-,-1.0,,,22
Kobi Simmons,FA,G,140,140,-,-,-,-,-1.0,,,22
Isaac Humphries,FA,C,140,140,-,-,-,-,-1.0,,,22
Andrew White,FA,F,140,140,-,-,-,-,-1.0,,,22
Terrance Ferguson,FA,G,140,140,-,-,-,-,-1.0,,,22
Frank Jackson,FA,G,140,140,-,-,-,-,-1.0,,,22
Dusty Hannahs,FA,G,140,140,-,-,-,-,-1.0,,,22
Billy Garrett,FA,G,140,140,-,-,-,-,-1.0,,,22
Rodney Purvis,FA,G,140,140,-,-,-,-,-1.0,,,22
Issuf Sanon,FA,G,140,140,-,-,-,-,-1.0,,,22
Tyler Davis,FA,C,140,140,-,-,-,-,-1.0,,,22
Daryl Macon,FA,G,140,140,-,-,-,-,-1.0,,,22
Cam Reynolds,FA,F,140,140,-,-,-,-,-1.0,,,22
Josh Hall,FA,F,140,140,-,-,-,-,-1.0,,,22
Vit Krejci,FA,G,140,140,-,-,-,-,-1.0,,,22
Didi Louzada,FA,G,140,140,-,-,-,-,-1.0,,,22
Juwan Morgan,FA,F,140,140,-,-,-,-,-1.0,,,22
Zylan Cheatham,FA,F,140,140,-,-,-,-,-1.0,,,22
Xavier Moon,FA,G,140,140,-,-,-,-,-1.0,,,22
MJ Walker,FA,G,140,140,-,-,-,-,-1.0,,,22
Scottie Lewis,FA,G,140,140,-,-,-,-,-1.0,,,22
McKinley Wright,FA,G,140,140,-,-,-,-,-1.0,,,22
Gabriel Deck,FA,F,140,140,-,-,-,-,-1.0,,,22
Ray Spalding,FA,F,140,140,-,-,-,-,-1.0,,,22
Khyri Thomas,FA,G,140,140,-,-,-,-,-1.0,,,22
Amile Jefferson,FA,F,140,140,-,-,-,-,-1.0,,,22
Antonius Cleveland,FA,G,140,140,-,-,-,-,-1.0,,,22
D.J. Wilson,FA,C,140,140,-,-,-,-,-1.0,,,22
Carsen Edwards,FA,G,140,140,-,-,-,-,-1.0,,,22
DeVaughn Akoon-Purcell,FA,F,140,140,-,-,-,-,-1.0,,,22
Jordan Loyd,FA,G,140,140,-,-,-,-,-1.0,,,22
Tremont Waters,FA,G,140,140,-,-,-,-,-1.0,,,22
Angel Delgado,FA,C,140,140,-,-,-,-,-1.0,,,22
Ashton Hagans,POR,G,140,140,-,-,-,-,-1.0,,,22
Jarron Cumberland,FA,G,140,140,-,-,-,-,-1.0,,,22
Jeff Dowtin,TOR,G,140,140,-,-,-,-,-1.0,,,22
Devin Cannady,FA,G,140,140,-,-,-,-,-1.0,,,22
Chris Clemons,FA,G,140,140,-,-,-,-,-1.0,,,22
Xavier Sneed,FA,F,140,140,-,-,-,-,-1.0,,,22
Jordan Bone,FA,G,140,140,-,-,-,-,-1.0,,,22
Freddie Gillespie,FA,C,140,140,-,-,-,-,-1.0,,,22
Moses Wright,FA,C,140,140,-,-,-,-,-1.0,,,22
Balsa Koprivica,FA,C,140,140,-,-,-,-,-1.0,,,22
Chaundee Brown,FA,G,140,140,-,-,-,-,-1.0,,,22
Trent Forrest,ATL,G,140,140,-,-,-,-,-1.0,,,22
Tyrese Martin,FA,F,140,140,-,-,-,-,-1.0,,,22
Ismael Kamagate,FA,C,140,140,-,-,-,-,-1.0,,,22
Ryan Rollins,WAS,G,140,140,-,-,-,-,-1.0,,,22
Hollis Thompson,FA,F,140,140,-,-,-,-,-1.0,,,22
Brad Wanamaker,FA,G,140,140,-,-,-,-,-1.0,,,22
Jorge Gutierrez,FA,G,140,140,-,-,-,-,-1.0,,,22
Grant Jerrett,FA,F,140,140,-,-,-,-,-1.0,,,22
Rajon Rondo,FA,G,140,140,-,-,-,-,-1.0,,,22
Shaquille Harrison,MEM,G,140,140,-,-,-,-,-1.0,,,22
C.J. Williams,FA,F,140,140,-,-,-,-,-1.0,,,22
Vincent Poirier,FA,C,140,140,-,-,-,-,-1.0,,,22
Wang Zhelin,FA,C,140,140,-,-,-,-,-1.0,,,22
Matt Costello,FA,F,140,140,-,-,-,-,-1.0,,,22
A.J. Hammons,FA,C,140,140,-,-,-,-,-1.0,,,22
Antonio Blakeney,FA,G,140,140,-,-,-,-,-1.0,,,22
Alpha Kaba,FA,F,140,140,-,-,-,-,-1.0,,,22
Rodions Kurucs,FA,F,140,140,-,-,-,-,-1.0,,,22
Kay Felder,FA,G,140,140,-,-,-,-,-1.0,,,22
Bryce Cotton,FA,G,140,140,-,-,-,-,-1.0,,,22
Aaron Craft,FA,G,140,140,-,-,-,-,-1.0,,,22
Lamar Patterson,FA,G,140,140,-,-,-,-,-1.0,,,22
DeAndre Daniels,FA,F,140,140,-,-,-,-,-1.0,,,22
K.J. McDaniels,FA,F,140,140,-,-,-,-,-1.0,,,22
David Stockton,FA,G,140,140,-,-,-,-,-1.0,,,22
Coty Clarke,FA,F,140,140,-,-,-,-,-1.0,,,22
Jamil Wilson,FA,F,140,140,-,-,-,-,-1.0,,,22
Axel Toupane,FA,F,140,140,-,-,-,-,-1.0,,,22
Salah Mejri,FA,C,140,140,-,-,-,-,-1.0,,,22
Nikola Radicevic,FA,G,140,140,-,-,-,-,-1.0,,,22
Chasson Randle,FA,G,140,140,-,-,-,-,-1.0,,,22
Arturas Gudaitis,FA,C,140,140,-,-,-,-,-1.0,,,22
Dani Diez,FA,G,140,140,-,-,-,-,-1.0,,,22
Justin Anderson,FA,F,140,140,-,-,-,-,-1.0,,,22
Joe Young,FA,G,140,140,-,-,-,-,-1.0,,,22
Tyler Johnson,FA,G,140,140,-,-,-,-,-1.0,,,22
Stephen Zimmerman,FA,C,140,140,-,-,-,-,-1.0,,,22
Ben Bentil,FA,F,140,140,-,-,-,-,-1.0,,,22
Timothe Luwawu-Cabarrot,FA,F,140,140,-,-,-,-,-1.0,,,22
Marcus Paige,FA,G,140,140,-,-,-,-,-1.0,,,22
Russ Smith,FA,G,140,140,-,-,-,-,-1.0,,,22
Mitch McGary,FA,F,140,140,-,-,-,-,-1.0,,,22
Deonte Burton,FA,F,140,140,-,-,-,-,-1.0,,,22
Ben McLemore,FA,G,140,140,-,-,-,-,-1.0,,,22
Will Cherry,FA,G,140,140,-,-,-,-,-1.0,,,22
Dante Exum,DAL,G,140,140,-,-,-,-,-1.0,,,22
Larry Drew,FA,G,140,140,-,-,-,-,-1.0,,,22
James Ennis,FA,F,140,140,-,-,-,-,-1.0,,,22
Pierre Jackson,FA,G,140,140,-,-,-,-,-1.0,,,22
Nate Wolters,FA,G,140,140,-,-,-,-,-1.0,,,22
Mike Scott,FA,F,140,140,-,-,-,-,-1.0,,,22
Darius Miller,FA,F,140,140,-,-,-,-,-1.0,,,22
Joe Johnson,FA,F,140,140,-,-,-,-,-1.0,,,22
Monta Ellis,FA,G,140,140,-,-,-,-,-1.0,,,22
Tyler Bey,FA,F,140,140,-,-,-,-,-1.0,,,22
Cassius Stanley,FA,G,140,140,-,-,-,-,-1.0,,,22
Nico Mannion,FA,G,140,140,-,-,-,-,0.04,,,22
Nate Darling,FA,G,140,140,-,-,-,-,-1.0,,,22
Sam Merrill,CLE,G,140,140,-,-,-,-,-1.0,,,22
Sean McDermott,FA,F,140,140,-,-,-,-,-1.0,,,22
Marial Shayok,FA,G,140,140,-,-,-,-,-1.0,,,22
Justin James,FA,G,140,140,-,-,-,-,-1.0,,,22
Admiral Schofield,ORL,F,140,140,-,-,-,-,-1.0,,,22
Jalen Lecque,FA,G,140,140,-,-,-,-,-1.0,,,22
Yves Pons,FA,F,140,140,-,-,-,-,-1.0,,,22
Hugo Besson,FA,G,140,140,-,-,-,-,-1.0,,,22
Luke Travers,FA,F,140,140,-,-,-,-,-1.0,,,22
Jay Huff,DEN,C,140,140,-,-,-,-,-1.0,,,22
Paul Watson,FA,F,140,140,-,-,-,-,-1.0,,,22
Josh Gray,FA,G,140,140,-,-,-,-,-1.0,,,22
Naz Mitrou-Long,FA,G,140,140,-,-,-,-,-1.0,,,22
Gian Clavell,FA,G,140,140,-,-,-,-,-1.0,,,22
Jacob Wiley,FA,F,140,140,-,-,-,-,-1.0,,,22
Elie Okobo,FA,G,140,140,-,-,-,-,-1.0,,,22
Richard Solomon,FA,F,140,140,-,-,-,-,-1.0,,,22
Mindaugas Kuzminskas,FA,F,140,140,-,-,-,-,-1.0,,,22
James McAdoo,FA,F,140,140,-,-,-,-,-1.0,,,22
Rawle Alkins,FA,G,140,140,-,-,-,-,-1.0,,,22
Justin Jackson,FA,F,140,140,-,-,-,-,-1.0,,,22
Nigel Hayes-Davis,FA,F,140,140,-,-,-,-,-1.0,,,22
Marques Bolden,FA,C,140,140,-,-,-,-,-1.0,,,22
